shot_id,player,team,position,situation,body_part,x,y,distance,angle,is_header,is_penalty,is_corner,is_freekick,is_goal,outcome,xg_model,source
949,Dwight McNeil,Burnley,Midfielder,free_kick,foot,87.29,47.73,33.607,0.230813,0,0,0,1,0,saved,0.0736,Premier League 2020
950,Robbie Brady,Burnley,Midfielder,open_play,head,115.47,14.06,26.336,0.053455,1,0,0,0,0,off_target,0.0558,Premier League 2020
951,Robbie Brady,Burnley,Midfielder,open_play,head,76.77,11.5,51.784,0.129032,1,0,0,0,0,off_target,0.0177,Premier League 2020
952,Robbie Brady,Burnley,Midfielder,corner,head,100.49,43.02,19.74,0.395645,1,0,1,0,0,off_target,0.16,Premier League 2020
953,Robbie Brady,Burnley,Midfielder,corner,foot,113.32,56.6,17.889,0.173977,0,0,1,0,0,off_target,0.1305,Premier League 2020
954,Robbie Brady,Burnley,Midfielder,open_play,foot,78.87,49.36,42.18,0.184492,0,0,0,0,0,off_target,0.0451,Premier League 2020
955,Robbie Brady,Burnley,Midfielder,open_play,foot,115.99,28.83,11.864,0.251539,0,0,0,0,0,off_target,0.2318,Premier League 2020
956,Robbie Brady,Burnley,Midfielder,corner,foot,108.84,47.02,13.185,0.514871,0,0,1,0,0,off_target,0.3355,Premier League 2020
957,Robbie Brady,Burnley,Midfielder,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
958,Robbie Brady,Burnley,Midfielder,free_kick,foot,89.23,37.82,30.851,0.257256,0,0,0,1,0,off_target,0.0906,Premier League 2020
959,Robbie Brady,Burnley,Midfielder,open_play,foot,82.96,45.43,37.44,0.210684,0,0,0,0,0,blocked,0.0618,Premier League 2020
960,Robbie Brady,Burnley,Midfielder,free_kick,foot,105.72,24.84,20.829,0.266919,0,0,0,1,0,off_target,0.1508,Premier League 2020
961,Robbie Brady,Burnley,Midfielder,open_play,foot,95.81,60.52,31.724,0.192985,0,0,0,0,0,blocked,0.0791,Premier League 2020
962,Robbie Brady,Burnley,Midfielder,open_play,head,106.25,44.92,14.608,0.508556,1,0,0,0,1,goal,0.2871,Premier League 2020
963,Robbie Brady,Burnley,Midfielder,open_play,foot,103.44,31.56,18.584,0.382361,0,0,0,0,0,off_target,0.2312,Premier League 2020
964,Robbie Brady,Burnley,Midfielder,corner,foot,101.14,52.25,22.486,0.29891,0,0,1,0,0,saved,0.1419,Premier League 2020
965,Robbie Brady,Burnley,Midfielder,free_kick,head,92.01,38.99,28.009,0.283524,1,0,0,1,0,off_target,0.0865,Premier League 2020
966,Robbie Brady,Burnley,Midfielder,corner,foot,115.5,25.19,15.478,0.159647,0,0,1,0,0,off_target,0.1413,Premier League 2020
967,Robbie Brady,Burnley,Midfielder,corner,foot,101.01,29.31,21.79,0.319711,0,0,1,0,0,saved,0.154,Premier League 2020
968,Robbie Brady,Burnley,Midfielder,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
969,Robbie Brady,Burnley,Midfielder,corner,foot,104.1,25.93,21.23,0.284684,0,0,1,0,0,saved,0.1455,Premier League 2020
970,Robbie Brady,Burnley,Midfielder,open_play,foot,91.93,21.2,33.782,0.196986,0,0,0,0,0,saved,0.072,Premier League 2020
971,Robbie Brady,Burnley,Midfielder,open_play,head,88.94,64.12,39.323,0.160963,1,0,0,0,0,saved,0.0376,Premier League 2020
972,Robbie Brady,Burnley,Midfielder,open_play,foot,99.83,59.72,28.212,0.204026,0,0,0,0,0,saved,0.0971,Premier League 2020
973,Robbie Brady,Burnley,Midfielder,open_play,foot,77.72,28.88,43.721,0.176598,0,0,0,0,0,off_target,0.0407,Premier League 2020
974,Ashley Westwood,Burnley,Midfielder,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
975,Ashley Westwood,Burnley,Midfielder,free_kick,foot,98.2,24.65,26.66,0.245903,0,0,0,1,0,blocked,0.1083,Premier League 2020
976,Ashley Westwood,Burnley,Midfielder,corner,foot,111.21,41.23,8.877,0.84191,0,0,1,0,1,goal,0.6152,Premier League 2020
977,Ashley Westwood,Burnley,Midfielder,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
978,Ashley Westwood,Burnley,Midfielder,open_play,foot,93.68,34.89,26.814,0.291034,0,0,0,0,0,saved,0.129,Premier League 2020
979,Ashley Westwood,Burnley,Midfielder,open_play,head,82.35,19.93,42.66,0.165426,1,0,0,0,0,off_target,0.0319,Premier League 2020
980,Ashley Westwood,Burnley,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,0,off_target,0.8851,Premier League 2020
981,Ashley Westwood,Burnley,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
982,Ashley Westwood,Burnley,Midfielder,open_play,foot,103.49,42.18,16.651,0.468023,0,0,0,0,1,goal,0.2983,Premier League 2020
983,Ashley Westwood,Burnley,Midfielder,corner,foot,107.18,45.98,14.143,0.508329,0,0,1,0,0,off_target,0.3198,Premier League 2020
984,Ashley Westwood,Burnley,Midfielder,free_kick,foot,92.16,48.83,29.202,0.260108,0,0,0,1,0,saved,0.0991,Premier League 2020
985,Ashley Westwood,Burnley,Midfielder,free_kick,foot,97.55,51.21,25.096,0.284665,0,0,0,1,0,saved,0.1286,Premier League 2020
986,Ashley Westwood,Burnley,Midfielder,free_kick,foot,93.87,39.33,26.142,0.303576,0,0,0,1,0,saved,0.1281,Premier League 2020
987,Ashley Westwood,Burnley,Midfielder,open_play,foot,76.79,37.3,43.292,0.183916,0,0,0,0,0,off_target,0.0424,Premier League 2020
988,Ashley Westwood,Burnley,Midfielder,free_kick,head,94.74,37.17,25.413,0.310419,1,0,0,1,0,blocked,0.1054,Premier League 2020
989,Ashley Westwood,Burnley,Midfielder,open_play,foot,100.74,40.94,19.286,0.40858,0,0,0,0,0,off_target,0.2375,Premier League 2020
990,Ashley Westwood,Burnley,Midfielder,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
991,Ashley Westwood,Burnley,Midfielder,open_play,foot,88.54,55.79,35.202,0.202936,0,0,0,0,0,off_target,0.068,Premier League 2020
992,Ashley Westwood,Burnley,Midfielder,open_play,foot,108.48,61.03,23.981,0.163345,0,0,0,0,0,saved,0.108,Premier League 2020
993,Ashley Westwood,Burnley,Midfielder,corner,foot,111.63,28.31,14.377,0.337761,0,0,1,0,0,off_target,0.2236,Premier League 2020
994,Ashley Westwood,Burnley,Midfielder,free_kick,foot,100.39,39.41,19.622,0.40204,0,0,0,1,0,saved,0.217,Premier League 2020
995,Ashley Westwood,Burnley,Midfielder,open_play,foot,112.36,18.49,22.831,0.120404,0,0,0,0,0,off_target,0.1026,Premier League 2020
996,Ashley Westwood,Burnley,Midfielder,open_play,head,117.57,39.61,2.466,2.04194,1,0,0,0,1,goal,0.9829,Premier League 2020
997,Ashley Westwood,Burnley,Midfielder,corner,foot,103.05,49.93,19.649,0.351294,0,0,1,0,0,saved,0.1829,Premier League 2020
998,Chris Wood,Burnley,Forward,open_play,foot,76.07,50.54,45.179,0.17183,0,0,0,0,0,saved,0.0372,Premier League 2020
999,Chris Wood,Burnley,Forward,open_play,foot,106.41,11.47,31.601,0.110173,0,0,0,0,0,off_target,0.0642,Premier League 2020
1000,Chris Wood,Burnley,Forward,corner,foot,103.48,53.8,21.519,0.287356,0,0,1,0,0,off_target,0.1444,Premier League 2020
1001,Chris Wood,Burnley,Forward,corner,foot,98.74,42.37,21.388,0.367701,0,0,1,0,0,blocked,0.1756,Premier League 2020
1002,Chris Wood,Burnley,Forward,corner,foot,101.25,34.02,19.674,0.38405,0,0,1,0,0,saved,0.1967,Premier League 2020
1003,Chris Wood,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1004,Chris Wood,Burnley,Forward,open_play,foot,79.16,50.67,42.208,0.182968,0,0,0,0,0,off_target,0.0448,Premier League 2020
1005,Chris Wood,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1006,Chris Wood,Burnley,Forward,corner,foot,116.25,46.33,7.351,0.667198,0,0,1,0,0,off_target,0.516,Premier League 2020
1007,Chris Wood,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1008,Chris Wood,Burnley,Forward,open_play,foot,84.88,68.68,45.347,0.136855,0,0,0,0,0,saved,0.0335,Premier League 2020
1009,Chris Wood,Burnley,Forward,open_play,foot,92.69,47.39,28.291,0.271652,0,0,0,0,0,blocked,0.1145,Premier League 2020
1010,Chris Wood,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1011,Chris Wood,Burnley,Forward,free_kick,foot,90.79,27.4,31.809,0.230486,0,0,0,1,0,saved,0.0806,Premier League 2020
1012,Chris Wood,Burnley,Forward,open_play,foot,104.36,38.02,15.768,0.493571,0,0,0,0,1,goal,0.3241,Premier League 2020
1013,Chris Wood,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1014,Chris Wood,Burnley,Forward,open_play,foot,97.51,22.92,28.238,0.226293,0,0,0,0,0,blocked,0.1025,Premier League 2020
1015,Chris Wood,Burnley,Forward,free_kick,foot,88.4,43.93,31.84,0.248115,0,0,0,1,0,blocked,0.0842,Premier League 2020
1016,Chris Wood,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1017,Chris Wood,Burnley,Forward,open_play,foot,94.78,29.56,27.294,0.269991,0,0,0,0,0,off_target,0.1197,Premier League 2020
1018,Chris Wood,Burnley,Forward,corner,head,104.81,48.35,17.336,0.40371,1,0,1,0,1,goal,0.182,Premier League 2020
1019,Chris Wood,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1020,Chris Wood,Burnley,Forward,open_play,foot,77.64,26.38,44.5,0.170854,0,0,0,0,0,off_target,0.0385,Premier League 2020
1021,Chris Wood,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1022,Ashley Barnes,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1023,Ashley Barnes,Burnley,Forward,open_play,head,81.23,35.0,39.094,0.2023,1,0,0,0,0,blocked,0.0425,Premier League 2020
1024,Ashley Barnes,Burnley,Forward,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
1025,Ashley Barnes,Burnley,Forward,open_play,foot,114.49,37.29,6.142,1.112907,0,0,0,0,1,goal,0.8218,Premier League 2020
1026,Ashley Barnes,Burnley,Forward,open_play,foot,93.16,58.65,32.688,0.201269,0,0,0,0,0,blocked,0.077,Premier League 2020
1027,Ashley Barnes,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1028,Ashley Barnes,Burnley,Forward,open_play,head,87.81,49.61,33.591,0.227488,1,0,0,0,0,saved,0.0606,Premier League 2020
1029,Ashley Barnes,Burnley,Forward,open_play,head,79.26,62.48,46.532,0.150508,1,0,0,0,0,saved,0.0249,Premier League 2020
1030,Ashley Barnes,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1031,Ashley Barnes,Burnley,Forward,open_play,foot,90.61,27.13,32.084,0.227982,0,0,0,0,0,blocked,0.085,Premier League 2020
1032,Ashley Barnes,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1033,Ashley Barnes,Burnley,Forward,free_kick,foot,104.8,36.8,15.534,0.494927,0,0,0,1,0,saved,0.3103,Premier League 2020
1034,Ashley Barnes,Burnley,Forward,open_play,foot,98.05,56.54,27.489,0.233131,0,0,0,0,0,blocked,0.1082,Premier League 2020
1035,Ashley Barnes,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1036,Ashley Barnes,Burnley,Forward,open_play,head,88.47,15.19,40.122,0.15696,1,0,0,0,0,blocked,0.0357,Premier League 2020
1037,Ashley Barnes,Burnley,Forward,open_play,foot,109.33,24.76,18.607,0.252942,0,0,0,0,0,blocked,0.1729,Premier League 2020
1038,Ashley Barnes,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1039,Ashley Barnes,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1040,Ashley Barnes,Burnley,Forward,open_play,head,94.77,42.58,25.367,0.311277,1,0,0,0,0,off_target,0.1137,Premier League 2020
1041,Ashley Barnes,Burnley,Forward,corner,head,104.73,53.39,20.306,0.298934,1,0,1,0,0,saved,0.1235,Premier League 2020
1042,Ashley Barnes,Burnley,Forward,corner,foot,104.33,58.31,24.1,0.218416,0,0,1,0,0,blocked,0.1077,Premier League 2020
1043,Ashley Barnes,Burnley,Forward,open_play,foot,107.33,50.91,16.719,0.367201,0,0,0,0,1,goal,0.2421,Premier League 2020
1044,Ashley Barnes,Burnley,Forward,open_play,foot,84.8,23.54,38.863,0.186285,0,0,0,0,0,saved,0.0539,Premier League 2020
1045,Ashley Barnes,Burnley,Forward,open_play,head,77.53,36.59,42.606,0.18663,1,0,0,0,0,saved,0.0339,Premier League 2020
1046,Jay Rodriguez,Burnley,Forward,open_play,head,84.26,41.79,35.784,0.222368,1,0,0,0,0,off_target,0.0534,Premier League 2020
1047,Jay Rodriguez,Burnley,Forward,open_play,foot,98.89,34.91,21.72,0.35493,0,0,0,0,0,blocked,0.1899,Premier League 2020
1048,Jay Rodriguez,Burnley,Forward,open_play,foot,97.07,40.23,22.931,0.345377,0,0,0,0,0,saved,0.1759,Premier League 2020
1049,Jay Rodriguez,Burnley,Forward,free_kick,foot,91.99,45.08,28.463,0.274978,0,0,0,1,0,blocked,0.1066,Premier League 2020
1050,Jay Rodriguez,Burnley,Forward,free_kick,foot,100.17,36.71,20.1,0.388104,0,0,0,1,1,goal,0.2061,Premier League 2020
1051,Jay Rodriguez,Burnley,Forward,open_play,foot,76.25,14.5,50.635,0.136498,0,0,0,0,0,blocked,0.0253,Premier League 2020
1052,Jay Rodriguez,Burnley,Forward,open_play,foot,103.53,28.52,20.077,0.328064,0,0,0,0,0,off_target,0.1922,Premier League 2020
1053,Jay Rodriguez,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,0,off_target,0.8851,Premier League 2020
1054,Jay Rodriguez,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1055,Jay Rodriguez,Burnley,Forward,open_play,foot,96.63,11.01,37.24,0.135576,0,0,0,0,0,saved,0.0512,Premier League 2020
1056,Jay Rodriguez,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1057,Jay Rodriguez,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1058,Jay Rodriguez,Burnley,Forward,free_kick,foot,95.61,30.68,26.11,0.285106,0,0,0,1,1,goal,0.1226,Premier League 2020
1059,Jay Rodriguez,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1060,Jay Rodriguez,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1061,Jay Rodriguez,Burnley,Forward,free_kick,foot,98.74,40.56,21.269,0.371674,0,0,0,1,0,off_target,0.1886,Premier League 2020
1062,Jay Rodriguez,Burnley,Forward,corner,foot,106.56,18.7,25.185,0.172169,0,0,1,0,0,off_target,0.0909,Premier League 2020
1063,Jay Rodriguez,Burnley,Forward,corner,foot,109.05,49.44,14.459,0.426019,0,0,1,0,0,blocked,0.2685,Premier League 2020
1064,Jay Rodriguez,Burnley,Forward,corner,foot,106.23,35.7,14.431,0.520441,0,0,1,0,1,goal,0.3238,Premier League 2020
1065,Jay Rodriguez,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,0,blocked,0.8851,Premier League 2020
1066,Jay Rodriguez,Burnley,Forward,open_play,foot,104.66,54.41,21.049,0.279896,0,0,0,0,0,blocked,0.1647,Premier League 2020
1067,Jay Rodriguez,Burnley,Forward,free_kick,head,86.24,27.94,35.854,0.209636,1,0,0,1,0,off_target,0.0477,Premier League 2020
1068,Jay Rodriguez,Burnley,Forward,open_play,foot,87.55,35.74,32.731,0.241228,0,0,0,0,0,off_target,0.0851,Premier League 2020
1069,Jay Rodriguez,Burnley,Forward,open_play,head,103.55,18.2,27.314,0.178361,1,0,0,0,0,saved,0.0736,Premier League 2020
1070,Matej Vydra,Burnley,Forward,open_play,foot,109.83,17.52,24.672,0.136355,0,0,0,0,1,goal,0.0975,Premier League 2020
1071,Matej Vydra,Burnley,Forward,open_play,foot,95.45,47.81,25.766,0.294368,0,0,0,0,1,goal,0.1367,Premier League 2020
1072,Matej Vydra,Burnley,Forward,corner,foot,115.72,29.94,10.928,0.319421,0,0,1,0,0,saved,0.2485,Premier League 2020
1073,Matej Vydra,Burnley,Forward,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
1074,Matej Vydra,Burnley,Forward,corner,foot,106.85,45.95,14.435,0.500421,0,0,1,0,0,blocked,0.3116,Premier League 2020
1075,Matej Vydra,Burnley,Forward,open_play,foot,100.55,41.16,19.487,0.404271,0,0,0,0,0,off_target,0.2333,Premier League 2020
1076,Matej Vydra,Burnley,Forward,open_play,foot,92.28,31.81,28.91,0.264233,0,0,0,0,0,off_target,0.1091,Premier League 2020
1077,Matej Vydra,Burnley,Forward,corner,foot,104.81,55.83,21.944,0.25539,0,0,1,0,0,off_target,0.131,Premier League 2020
1078,Matej Vydra,Burnley,Forward,open_play,foot,92.54,69.98,40.657,0.133397,0,0,0,0,0,off_target,0.0426,Premier League 2020
1079,Matej Vydra,Burnley,Forward,open_play,foot,87.29,51.52,34.683,0.217027,0,0,0,0,0,saved,0.0724,Premier League 2020
1080,Matej Vydra,Burnley,Forward,open_play,foot,113.33,57.54,18.769,0.157385,0,0,0,0,0,blocked,0.1369,Premier League 2020
1081,Matej Vydra,Burnley,Forward,open_play,head,112.89,52.61,14.475,0.285772,1,0,0,0,0,blocked,0.1786,Premier League 2020
1082,Matej Vydra,Burnley,Forward,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
1083,Matej Vydra,Burnley,Forward,open_play,head,95.56,33.24,25.361,0.302248,1,0,0,0,0,saved,0.1112,Premier League 2020
1084,Matej Vydra,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1085,Matej Vydra,Burnley,Forward,open_play,foot,114.66,34.48,7.686,0.781617,0,0,0,0,1,goal,0.6262,Premier League 2020
1086,Matej Vydra,Burnley,Forward,corner,foot,115.6,38.87,4.546,1.439031,0,0,1,0,1,goal,0.9152,Premier League 2020
1087,Matej Vydra,Burnley,Forward,open_play,foot,96.37,53.0,26.971,0.259726,0,0,0,0,0,blocked,0.1186,Premier League 2020
1088,Matej Vydra,Burnley,Forward,free_kick,foot,103.33,32.03,18.481,0.388875,0,0,0,1,0,blocked,0.2214,Premier League 2020
1089,Matej Vydra,Burnley,Forward,open_play,foot,106.42,47.9,15.708,0.439949,0,0,0,0,1,goal,0.2927,Premier League 2020
1090,Matej Vydra,Burnley,Forward,open_play,head,101.0,69.03,34.695,0.127289,1,0,0,0,0,off_target,0.0439,Premier League 2020
1091,Matej Vydra,Burnley,Forward,corner,foot,113.66,46.85,9.33,0.619886,0,0,1,0,0,off_target,0.4558,Premier League 2020
1092,Matej Vydra,Burnley,Forward,corner,foot,102.76,61.15,27.286,0.187119,0,0,1,0,0,saved,0.085,Premier League 2020
1093,Matej Vydra,Burnley,Forward,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1094,Jorginho,Chelsea,Midfielder,open_play,foot,106.01,19.52,24.795,0.184708,0,0,0,0,0,saved,0.1094,Premier League 2020
1095,Jorginho,Chelsea,Midfielder,open_play,foot,85.9,10.55,45.056,0.13464,0,0,0,0,0,saved,0.0339,Premier League 2020
1096,Jorginho,Chelsea,Midfielder,open_play,head,102.09,47.6,19.454,0.376419,1,0,0,0,1,goal,0.1757,Premier League 2020
1097,Jorginho,Chelsea,Midfielder,open_play,foot,100.45,34.72,20.25,0.37781,0,0,0,0,0,saved,0.2132,Premier League 2020
1098,Jorginho,Chelsea,Midfielder,corner,foot,116.28,58.07,18.448,0.091499,0,0,1,0,0,saved,0.1035,Premier League 2020
1099,Jorginho,Chelsea,Midfielder,corner,head,104.14,32.64,17.479,0.412926,1,0,1,0,0,saved,0.1846,Premier League 2020
1100,Jorginho,Chelsea,Midfielder,corner,foot,100.06,18.3,29.467,0.185005,0,0,1,0,0,saved,0.0757,Premier League 2020
1101,Jorginho,Chelsea,Midfielder,open_play,foot,101.01,23.41,25.214,0.240389,0,0,0,0,0,off_target,0.1231,Premier League 2020
1102,Jorginho,Chelsea,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1103,Jorginho,Chelsea,Midfielder,open_play,foot,103.84,56.01,22.747,0.252286,0,0,0,0,0,off_target,0.1425,Premier League 2020
1104,Jorginho,Chelsea,Midfielder,open_play,foot,108.51,49.05,14.625,0.434885,0,0,0,0,0,off_target,0.3022,Premier League 2020
1105,Jorginho,Chelsea,Midfielder,open_play,foot,98.33,22.26,28.0,0.221955,0,0,0,0,0,off_target,0.1026,Premier League 2020
1106,Jorginho,Chelsea,Midfielder,open_play,foot,97.27,39.2,22.739,0.348057,0,0,0,0,0,off_target,0.1786,Premier League 2020
1107,Jorginho,Chelsea,Midfielder,open_play,foot,111.28,62.75,24.362,0.120251,0,0,0,0,0,saved,0.0951,Premier League 2020
1108,Jorginho,Chelsea,Midfielder,corner,foot,106.7,32.17,15.434,0.446618,0,0,1,0,0,blocked,0.2693,Premier League 2020
1109,Jorginho,Chelsea,Midfielder,open_play,head,111.77,12.79,28.432,0.082911,1,0,0,0,0,saved,0.0541,Premier League 2020
1110,Jorginho,Chelsea,Midfielder,corner,foot,115.91,26.36,14.235,0.173369,0,0,1,0,0,off_target,0.1548,Premier League 2020
1111,Jorginho,Chelsea,Midfielder,free_kick,foot,89.32,34.12,31.242,0.250317,0,0,0,1,0,blocked,0.0873,Premier League 2020
1112,Jorginho,Chelsea,Midfielder,open_play,foot,85.65,59.84,39.671,0.17463,0,0,0,0,0,blocked,0.0501,Premier League 2020
1113,Jorginho,Chelsea,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1114,Jorginho,Chelsea,Midfielder,open_play,head,110.31,26.48,16.635,0.289101,1,0,0,0,0,blocked,0.1631,Premier League 2020
1115,Jorginho,Chelsea,Midfielder,free_kick,foot,87.22,29.4,34.452,0.220318,0,0,0,1,0,blocked,0.0686,Premier League 2020
1116,Jorginho,Chelsea,Midfielder,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,0,saved,0.8534,Premier League 2020
1117,Jorginho,Chelsea,Midfielder,open_play,foot,91.01,26.57,31.944,0.226894,0,0,0,0,0,blocked,0.0854,Premier League 2020
1118,N'Golo Kanté,Chelsea,Midfielder,open_play,foot,95.02,40.34,24.987,0.317447,0,0,0,0,0,saved,0.1499,Premier League 2020
1119,N'Golo Kanté,Chelsea,Midfielder,corner,foot,100.99,33.4,20.123,0.372737,0,0,1,0,0,saved,0.188,Premier League 2020
1120,N'Golo Kanté,Chelsea,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1121,N'Golo Kanté,Chelsea,Midfielder,open_play,head,115.19,34.82,7.072,0.846982,1,0,0,0,0,off_target,0.6113,Premier League 2020
1122,N'Golo Kanté,Chelsea,Midfielder,open_play,foot,88.2,34.73,32.233,0.243741,0,0,0,0,0,off_target,0.0878,Premier League 2020
1123,N'Golo Kanté,Chelsea,Midfielder,open_play,foot,117.78,43.34,4.006,1.567882,0,0,0,0,1,goal,0.9488,Premier League 2020
1124,N'Golo Kanté,Chelsea,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1125,N'Golo Kanté,Chelsea,Midfielder,corner,foot,103.89,19.0,26.464,0.186129,0,0,1,0,0,off_target,0.0883,Premier League 2020
1126,N'Golo Kanté,Chelsea,Midfielder,free_kick,foot,89.62,33.22,31.124,0.249747,0,0,0,1,0,off_target,0.0877,Premier League 2020
1127,N'Golo Kanté,Chelsea,Midfielder,penalty,head,108.0,40.0,12.0,0.643501,1,1,0,0,1,goal,0.8534,Premier League 2020
1128,N'Golo Kanté,Chelsea,Midfielder,free_kick,foot,88.57,53.64,34.266,0.213799,0,0,0,1,0,off_target,0.0681,Premier League 2020
1129,N'Golo Kanté,Chelsea,Midfielder,free_kick,head,97.14,43.92,23.199,0.33693,1,0,0,1,0,off_target,0.1254,Premier League 2020
1130,N'Golo Kanté,Chelsea,Midfielder,open_play,foot,99.21,12.51,34.467,0.140995,0,0,0,0,0,blocked,0.06,Premier League 2020
1131,N'Golo Kanté,Chelsea,Midfielder,open_play,foot,117.02,27.98,12.386,0.17199,0,0,0,0,1,goal,0.1901,Premier League 2020
1132,N'Golo Kanté,Chelsea,Midfielder,open_play,foot,96.07,62.47,32.829,0.178418,0,0,0,0,0,blocked,0.072,Premier League 2020
1133,N'Golo Kanté,Chelsea,Midfielder,open_play,head,85.55,60.57,40.122,0.171231,1,0,0,0,0,saved,0.0371,Premier League 2020
1134,N'Golo Kanté,Chelsea,Midfielder,corner,foot,116.59,32.57,8.174,0.492866,0,0,1,0,0,saved,0.3847,Premier League 2020
1135,N'Golo Kanté,Chelsea,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,0,off_target,0.8851,Premier League 2020
1136,N'Golo Kanté,Chelsea,Midfielder,open_play,foot,79.69,38.44,40.336,0.197544,0,0,0,0,0,saved,0.0514,Premier League 2020
1137,N'Golo Kanté,Chelsea,Midfielder,open_play,head,89.64,45.37,30.832,0.254252,1,0,0,0,0,saved,0.0749,Premier League 2020
1138,N'Golo Kanté,Chelsea,Midfielder,open_play,foot,115.46,17.54,22.915,0.07122,0,0,0,0,0,blocked,0.0902,Premier League 2020
1139,N'Golo Kanté,Chelsea,Midfielder,corner,foot,105.33,50.84,18.24,0.354927,0,0,1,0,1,goal,0.1963,Premier League 2020
1140,N'Golo Kanté,Chelsea,Midfielder,penalty,foot,108.0,40.0,12.0,0.643501,0,1,0,0,1,goal,0.8851,Premier League 2020
1141,N'Golo Kanté,Chelsea,Midfielder,open_play,foot,77.97,20.46,46.35,0.156404,0,0,0,0,0,saved,0.0335,Premier League 2020
1142,Ross Barkley,Chelsea,Midfielder,open_play,head,97.18,41.7,22.886,0.345178,1,0,0,0,0,blocked,0.1392,Premier League 2020
